Player,Player-additional,Team,MP,OBPM,DBPM,VORP,Pos,Year
Naz Reid,reidna01,MIN,1251,0.3,0.8,1.0,C,2023
Taurean Prince,princta02,MIN,1192,-2.6,-0.6,-0.4,PF,2023
Austin Rivers,riverau01,MIN,1016,-3.3,0.5,-0.2,SG,2023
Karl-Anthony Towns,townska01,MIN,957,2.1,0.9,1.2,PF,2023
Mike Conley,conlemi01,MIN,753,1.5,0.6,0.7,PG,2023
Jordan McLaughlin,mclaujo01,MIN,678,-1.3,0.6,0.2,PG,2023
Nickeil Alexander-Walker,alexani01,MIN,356,-2.5,-0.5,-0.1,SG,2023
Nathan Knight,knighna01,MIN,291,-2.4,-0.8,-0.1,C,2023
Bryn Forbes,forbebr01,MIN,268,-4.8,-1.5,-0.3,SG,2023
Luka Garza,garzalu01,MIN,243,2.2,-2.6,0.1,C,2023
Matt Ryan,ryanma01,MIN,181,-0.2,-1.6,0.0,SF,2023
Wendell Moore Jr.,moorewe01,MIN,153,-3.8,1.3,0.0,SG,2023
Josh Minott,minotjo01,MIN,96,-1.9,0.4,0.0,SF,2023
A.J. Lawson,lawsoaj01,MIN,2,-2.3,7.5,0.0,SG,2023
Shai Gilgeous-Alexander,gilgesh01,OKC,2416,5.7,1.5,5.6,PG,2023
Josh Giddey,giddejo01,OKC,2367,1.5,-0.3,1.9,PF,2023
Jalen Williams,willija06,OKC,2276,-0.4,0.7,1.3,SG,2023
Luguentz Dort,dortlu01,OKC,2272,-2.0,-1.0,-0.6,SF,2023
Isaiah Joe,joeis01,OKC,1395,1.3,-0.4,1.0,SG,2023
Aaron Wiggins,wiggiaa01,OKC,1297,-1.5,-0.5,0.0,SG,2023
Kenrich Williams,willike04,OKC,1206,0.1,0.4,0.8,PF,2023
Tre Mann,manntr01,OKC,1183,-3.0,-1.0,-0.6,PG,2023
Jaylin Williams,willija07,OKC,914,-2.3,0.6,0.1,C,2023
Jeremiah Robinson-Earl,robinje02,OKC,814,-0.8,-0.7,0.1,PF,2023
Aleksej Pokusevski,pokusal01,OKC,701,-1.0,1.0,0.3,PF,2023
Mike Muscala,muscami01,OKC,622,0.3,-0.1,0.3,C,2023
Ousmane Dieng,diengou01,OKC,569,-3.1,-0.5,-0.2,PF,2023
Darius Bazley,bazleda01,OKC,555,-1.8,0.8,0.1,C,2023
Lindy Waters III,waterli01,OKC,531,0.5,-0.4,0.3,SG,2023
Dario Šarić,saricda01,OKC,273,0.1,-0.2,0.1,C,2023
Eugene Omoruyi,omorueu01,OKC,272,-4.4,-0.5,-0.2,SF,2023
Olivier Sarr,sarrol01,OKC,114,-4.2,-0.7,-0.1,C,2023
Jared Butler,butleja02,OKC,77,-2.2,-0.4,0.0,PG,2023
Mikal Bridges,bridgmi01,PHO,2040,0.4,0.6,1.6,SF,2023
Deandre Ayton,aytonde01,PHO,2035,0.9,0.0,1.5,C,2023
Torrey Craig,craigto01,PHO,1948,-1.3,0.7,0.7,PF,2023
Chris Paul,paulch01,PHO,1889,2.0,1.2,2.5,PG,2023
Devin Booker,bookede01,PHO,1835,4.5,-0.3,2.9,SG,2023
Damion Lee,leeda03,PHO,1506,-1.3,-0.4,0.1,SG,2023
Josh Okogie,okogijo01,PHO,1350,-0.8,0.5,0.6,SG,2023
Jock Landale,landajo01,PHO,979,-0.7,-0.4,0.2,C,2023
Cameron Payne,payneca01,PHO,968,-0.5,-0.7,0.2,PG,2023
Ish Wainright,wainris01,PHO,915,-2.7,1.5,0.2,SF,2023
Bismack Biyombo,biyombi01,PHO,874,-3.4,2.5,0.2,C,2023
Landry Shamet,shamela01,PHO,807,-1.1,-0.3,0.1,SG,2023
Dario Šarić,saricda01,PHO,533,-2.3,0.3,0.0,PF,2023
Cameron Johnson,johnsca02,PHO,429,3.2,0.6,0.6,PF,2023
Duane Washington Jr.,washidu02,PHO,394,-1.8,-2.8,-0.3,SG,2023
Terrence Ross,rosste01,PHO,386,0.3,0.2,0.2,SG,2023
Saben Lee,leesa01,PHO,363,-2.7,0.9,0.0,PG,2023
Kevin Durant,duranke01,PHO,269,7.1,0.9,0.7,PF,2023
T.J. Warren,warretj01,PHO,197,-2.5,0.6,0.0,SF,2023
Darius Bazley,bazleda01,PHO,61,-3.7,3.3,0.0,C,2023
Keldon Johnson,johnske04,SAS,2063,0.7,-2.5,0.1,SF,2023
Tre Jones,jonestr01,SAS,1984,-0.2,-0.8,0.5,PG,2023
Malaki Branham,branhma01,SAS,1550,-3.0,-2.1,-1.3,SG,2023
Jeremy Sochan,sochaje01,SAS,1458,-2.8,-1.2,-0.7,PF,2023
Keita Bates-Diop,bateske01,SAS,1452,0.3,-0.9,0.5,PF,2023
Zach Collins,colliza01,SAS,1441,-0.5,0.3,0.6,C,2023
Doug McDermott,mcderdo01,SAS,1314,-0.7,-2.5,-0.4,SF,2023
Jakob Poeltl,poeltja01,SAS,1199,0.5,0.4,0.9,C,2023
Devin Vassell,vassede01,SAS,1178,1.3,-0.9,0.7,SG,2023
Josh Richardson,richajo01,SAS,997,-0.1,-1.0,0.2,SG,2023
Romeo Langford,langfro01,SAS,844,-2.6,-1.5,-0.5,SG,2023
Blake Wesley,weslebl01,SAS,669,-7.9,-1.8,-1.3,SG,2023
Devonte' Graham,grahade01,SAS,527,1.0,-1.4,0.2,PG,2023
Charles Bassey,bassech01,SAS,508,-0.6,1.3,0.3,C,2023
Isaiah Roby,robyis01,SAS,474,-4.0,-0.6,-0.3,PF,2023
Stanley Johnson,johnsst04,SAS,469,-0.8,-0.2,0.1,SF,2023
Sandro Mamukelashvili,mamuksa01,SAS,443,0.3,-2.1,0.0,C,2023
Dominick Barlow,barlodo01,SAS,408,-3.7,-0.9,-0.3,PF,2023
Gorgui Dieng,dienggo01,SAS,358,-4.0,0.1,-0.2,C,2023
Julian Champagnie,champju02,SAS,313,-0.3,-2.7,-0.1,SF,2023
Joshua Primo,primojo01,SAS,93,-4.7,-1.6,-0.1,SG,2023
Jordan Hall,halljo02,SAS,83,-4.7,-2.9,-0.1,SF,2023
Alize Johnson,johnsal02,SAS,30,-7.4,-1.7,-0.1,PF,2023
Jalen Green,greenja05,HOU,2602,0.5,-2.6,0.0,SG,2023
Jabari Smith Jr.,smithja05,HOU,2451,-2.3,-1.3,-1.1,PF,2023
KJ Martin,martike04,HOU,2292,0.6,-1.3,0.7,SF,2023
Alperen Şengün,sengual01,HOU,2171,1.1,0.4,1.9,C,2023
Kevin Porter Jr.,porteke02,HOU,2024,1.4,-0.8,1.3,PG,2023
Tari Eason,easonta01,HOU,1767,-1.3,-0.4,0.1,PF,2023
Eric Gordon,gordoer01,HOU,1418,-0.9,-1.7,-0.2,SG,2023
Usman Garuba,garubus01,HOU,970,-2.0,0.6,0.2,C,2023
Daishen Nix,nixda01,HOU,914,-5.0,-1.5,-1.0,PG,2023
Josh Christopher,chrisjo01,HOU,786,-3.0,-1.4,-0.5,SG,2023
Jae'Sean Tate,tateja01,HOU,677,-2.8,-0.7,-0.3,SF,2023
Garrison Mathews,mathega01,HOU,602,-2.3,-0.2,-0.1,SG,2023
TyTy Washington Jr.,washity02,HOU,433,-5.0,-1.3,-0.5,PG,2023
Bruno Fernando,fernabr01,HOU,364,-2.8,1.1,0.0,C,2023
Boban Marjanović,marjabo01,HOU,171,3.0,-1.5,0.2,C,2023
Frank Kaminsky,kaminfr01,HOU,59,2.5,1.2,0.1,C,2023
Trevor Hudgins,hudgitr01,HOU,28,-3.8,-4.7,0.0,PG,2023
Darius Days,daysda01,HOU,25,4.7,-1.2,0.0,SF,2023
Scottie Barnes,barnesc01,TOR,2678,0.5,-0.1,1.6,SF,2023
Pascal Siakam,siakapa01,TOR,2652,3.3,-0.1,3.4,PF,2023
Fred VanVleet,vanvlfr01,TOR,2535,2.0,0.5,2.9,PG,2023
OG Anunoby,anunoog01,TOR,2386,-0.3,0.7,1.5,SF,2023
Gary Trent Jr.,trentga02,TOR,2118,0.2,0.0,1.2,SG,2023
Chris Boucher,bouchch01,TOR,1523,0.7,-0.8,0.7,PF,2023
Precious Achiuwa,achiupr01,TOR,1140,-1.4,-0.8,-0.1,C,2023
Christian Koloko,kolokch01,TOR,802,-4.3,0.8,-0.3,C,2023
Thaddeus Young,youngth01,TOR,795,-1.8,1.9,0.4,PF,2023
Jakob Poeltl,poeltja01,TOR,707,2.2,1.5,1.0,C,2023
Malachi Flynn,flynnma01,TOR,691,-3.3,-0.8,-0.4,PG,2023
Juancho Hernangómez,hernaju01,TOR,614,-3.5,0.2,-0.2,PF,2023
Dalano Banton,bantoda01,TOR,279,-1.1,0.6,0.1,PG,2023
Jeff Dowtin Jr.,dowtije01,TOR,259,-2.8,0.9,0.0,PG,2023
Will Barton,bartowi01,TOR,211,-2.9,0.5,0.0,SG,2023
Khem Birch,birchkh01,TOR,162,-4.6,1.1,-0.1,C,2023
Otto Porter Jr.,porteot01,TOR,146,-1.3,2.0,0.1,SF,2023
Joe Wieskamp,wieskjo01,TOR,50,-7.0,-3.6,-0.1,SF,2023
Ron Harper Jr.,harpero02,TOR,48,2.4,-1.2,0.0,PF,2023
Justin Champagnie,champju01,TOR,11,6.1,1.9,0.0,SF,2023
Jaden Ivey,iveyja01,DET,2304,-1.4,-1.9,-0.7,SG,2023
Killian Hayes,hayeski01,DET,2154,-3.3,-0.5,-1.0,PG,2023
Bojan Bogdanović,bogdabo02,DET,1893,2.6,-1.8,1.4,PF,2023
Jalen Duren,durenja01,DET,1670,-0.4,-0.4,0.5,C,2023
Saddiq Bey,beysa01,DET,1500,0.5,-1.1,0.5,SF,2023
Isaiah Stewart,stewais01,DET,1414,-1.0,-1.1,0.0,C,2023
Cory Joseph,josepco01,DET,1227,-0.7,-0.8,0.2,PG,2023
Isaiah Livers,liveris01,DET,1199,-2.1,-0.3,-0.1,PF,2023
Alec Burks,burksal01,DET,1122,1.8,-0.5,0.9,SG,2023
Hamidou Diallo,diallha01,DET,996,-1.8,0.4,0.1,SF,2023
Marvin Bagley III,baglema01,DET,990,0.3,-1.2,0.3,C,2023
James Wiseman,wisemja01,DET,605,-2.5,-1.8,-0.4,C,2023
Kevin Knox,knoxke01,DET,593,-2.1,-0.6,-0.1,SF,2023
Rodney McGruder,mcgruro01,DET,524,-0.8,-0.7,0.1,SG,2023
Cade Cunningham,cunnica01,DET,400,-0.1,-0.6,0.1,PG,2023
R.J. Hampton,hamptrj01,DET,389,-3.0,-1.4,-0.2,SG,2023
Eugene Omoruyi,omorueu01,DET,373,-2.9,-1.2,-0.2,SF,2023
Jared Rhoden,rhodeja01,DET,198,-5.0,-1.1,-0.2,SG,2023
Nerlens Noel,noelne01,DET,152,-5.1,3.1,0.0,C,2023
Buddy Boeheim,boehebu01,DET,90,-7.5,-2.0,-0.2,SF,2023
Braxton Key,keybr01,DET,9,2.1,0.8,0.0,SF,2023
Stanley Umude,umudest01,DET,2,15.9,32.7,0.0,SG,2023
CJ McCollum,mccolcj01,NOP,2649,1.5,-0.7,1.9,PG,2023
Trey Murphy III,murphtr02,NOP,2448,1.4,0.4,2.3,SF,2023
Jonas Valančiūnas,valanjo01,NOP,1968,0.0,-0.4,0.8,C,2023
Herbert Jones,joneshe01,NOP,1951,-1.9,1.7,0.8,PF,2023
Naji Marshall,marshna01,NOP,1792,-1.9,0.0,0.1,SF,2023
Brandon Ingram,ingrabr01,NOP,1538,2.2,-0.4,1.5,SF,2023
Larry Nance Jr.,nancela02,NOP,1381,0.0,2.0,1.4,C,2023
Jose Alvarado,alvarjo01,NOP,1310,-2.0,0.7,0.3,PG,2023
Dyson Daniels,daniedy01,NOP,1042,-3.4,1.6,0.0,PG,2023
Zion Williamson,willizi01,NOP,956,4.8,1.0,1.9,PF,2023
Devonte' Graham,grahade01,NOP,811,-0.4,0.6,0.4,PG,2023
Jaxson Hayes,hayesja02,NOP,610,-2.2,1.0,0.1,C,2023
Josh Richardson,richajo01,NOP,533,-2.9,1.5,0.1,SG,2023
Willy Hernangómez,hernawi01,NOP,458,-0.2,0.5,0.3,C,2023
Kira Lewis Jr.,lewiski01,NOP,235,-0.8,0.5,0.1,PG,2023
Garrett Temple,templga01,NOP,162,-2.5,1.6,0.0,SG,2023
Dereon Seabron,seabrde01,NOP,12,-6.6,-4.7,0.0,SG,2023
Buddy Hield,hieldbu01,IND,2482,2.5,-0.6,2.4,SF,2023
Bennedict Mathurin,mathube01,IND,2222,-1.2,-2.5,-1.0,SG,2023
Andrew Nembhard,nembhan01,IND,2073,-2.4,-0.8,-0.6,SG,2023
Tyrese Haliburton,halibty01,IND,1883,7.0,0.2,4.4,PG,2023
Myles Turner,turnemy01,IND,1825,1.4,0.7,1.9,C,2023
Aaron Nesmith,nesmiaa01,IND,1816,-2.3,-0.7,-0.4,SF,2023
T.J. McConnell,mccontj01,IND,1526,0.4,0.1,1.0,PG,2023
Jalen Smith,smithja04,IND,1279,-0.9,-1.1,0.0,C,2023
Oshae Brissett,brissos01,IND,1083,-2.0,-1.2,-0.3,PF,2023
Isaiah Jackson,jacksis01,IND,1042,-1.7,0.9,0.3,C,2023
Chris Duarte,duartch01,IND,897,-2.9,-1.6,-0.6,SF,2023
Jordan Nwora,nworajo01,IND,591,0.4,-2.2,0.0,SF,2023
Terry Taylor,taylote01,IND,228,-3.4,-1.9,-0.2,PF,2023
Goga Bitadze,bitadgo01,IND,202,-2.3,1.2,0.0,C,2023
George Hill,hillge01,IND,166,-0.6,0.0,0.1,SG,2023
James Johnson,johnsja01,IND,162,-5.7,1.2,-0.1,PF,2023
Daniel Theis,theisda01,IND,109,-0.9,-0.5,0.0,C,2023
Trevelin Queen,queentr01,IND,70,-5.6,-1.5,-0.1,SG,2023
Gabe York,yorkga01,IND,56,-1.7,-1.8,0.0,SG,2023
Kendall Brown,brownke03,IND,40,-7.0,4.0,0.0,SG,2023
Kentavious Caldwell-Pope,caldwke01,DEN,2381,-1.6,0.6,0.6,SG,2023
Nikola Jokić,jokicni01,DEN,2323,8.5,4.5,8.8,C,2023
Bruce Brown,brownbr01,DEN,2280,-1.1,0.6,0.9,SF,2023
Jamal Murray,murraja01,DEN,2133,2.6,-1.3,1.8,PG,2023
Aaron Gordon,gordoaa01,DEN,2055,2.4,-0.3,2.1,PF,2023
Michael Porter Jr.,portemi01,DEN,1798,2.0,-1.8,1.0,SF,2023
Christian Braun,braunch01,DEN,1181,-2.5,0.1,-0.1,SG,2023
Jeff Green,greenje02,DEN,1091,-2.4,-1.0,-0.4,PF,2023
Vlatko Čančar,cancavl01,DEN,889,-1.7,-0.1,0.0,PF,2023
Bones Hyland,hylanbo01,DEN,820,0.6,-1.4,0.3,PG,2023
Zeke Nnaji,nnajize01,DEN,728,-2.7,-0.9,-0.3,PF,2023
DeAndre Jordan,jordade01,DEN,586,-2.4,0.7,0.0,C,2023
Ish Smith,smithis01,DEN,398,-5.5,-1.1,-0.5,PG,2023
Reggie Jackson,jacksre01,DEN,319,-3.8,-1.3,-0.3,PG,2023
Davon Reed,reedda01,DEN,315,-5.8,-0.3,-0.3,SG,2023
Thomas Bryant,bryanth01,DEN,205,-4.4,-2.2,-0.2,C,2023
Peyton Watson,watsope01,DEN,186,-2.7,-0.1,0.0,SG,2023
Jack White,whiteja03,DEN,66,-2.6,0.7,0.0,SF,2023
Royce O'Neale,onealro01,BRK,2409,-1.7,0.6,0.5,SF,2023
Nic Claxton,claxtni01,BRK,2271,0.9,2.2,2.9,C,2023
Joe Harris,harrijo01,BRK,1527,-0.6,-0.6,0.3,SF,2023
Kyrie Irving,irvinky01,BRK,1478,4.6,-0.8,2.2,PG,2023
Kevin Durant,duranke01,BRK,1403,5.8,1.2,3.2,PF,2023
Seth Curry,curryse01,BRK,1211,-1.2,-0.9,0.0,SG,2023
Ben Simmons,simmobe01,BRK,1105,-2.2,2.6,0.7,PG,2023
Cam Thomas,thomaca02,BRK,948,-0.7,-2.0,-0.2,SG,2023
Yuta Watanabe,watanyu01,BRK,928,-0.4,-0.2,0.3,SF,2023
Mikal Bridges,bridgmi01,BRK,923,4.0,-0.8,1.2,SG,2023
Spencer Dinwiddie,dinwisp01,BRK,917,0.7,-0.5,0.5,PG,2023
Cameron Johnson,johnsca02,BRK,770,1.4,0.6,0.8,PF,2023
Edmond Sumner,sumneed01,BRK,736,-2.4,-0.2,-0.1,SG,2023
Dorian Finney-Smith,finnedo01,BRK,721,-3.3,-0.4,-0.3,PF,2023
Patty Mills,millspa02,BRK,567,-1.4,-1.7,-0.2,PG,2023
Day'Ron Sharpe,sharpda01,BRK,552,-1.8,-0.6,0.0,C,2023
T.J. Warren,warretj01,BRK,490,-1.4,-0.6,0.0,PF,2023
Markieff Morris,morrima02,BRK,285,-1.8,-0.1,0.0,PF,2023
David Duke Jr.,dukeda01,BRK,228,-6.3,-1.0,-0.3,SG,2023
Dru Smith,smithdr01,BRK,91,-2.1,2.7,0.1,SG,2023
Kessler Edwards,edwarke02,BRK,79,-6.7,-3.0,-0.2,SF,2023
Nerlens Noel,noelne01,BRK,43,-11.3,1.0,-0.1,C,2023
RaiQuan Gray,grayra01,BRK,35,-0.6,-1.4,0.0,PF,2023
Moses Brown,brownmo01,BRK,6,-12.7,2.8,0.0,C,2023
Alondes Williams,willial06,BRK,5,-21.3,-5.2,0.0,SG,2023
Luka Dončić,doncilu01,DAL,2391,7.6,1.4,6.6,PG,2023
Reggie Bullock,bullore01,DAL,2364,-2.3,-0.3,-0.4,SF,2023
Tim Hardaway Jr.,hardati02,DAL,2152,-0.3,-1.5,0.1,SF,2023
Spencer Dinwiddie,dinwisp01,DAL,1808,2.0,-1.2,1.3,SG,2023
Christian Wood,woodch01,DAL,1738,1.9,-0.3,1.6,C,2023
Josh Green,greenjo02,DAL,1539,-1.9,-0.6,-0.2,SG,2023
Dwight Powell,poweldw01,DAL,1458,-1.2,0.0,0.3,C,2023
Dorian Finney-Smith,finnedo01,DAL,1288,-0.9,-0.2,0.3,PF,2023
Maxi Kleber,klebima01,DAL,930,-2.2,0.0,0.0,PF,2023
Kyrie Irving,irvinky01,DAL,763,5.3,-0.4,1.3,SG,2023
Jaden Hardy,hardyja02,DAL,708,-0.4,-1.9,0.0,SG,2023
Frank Ntilikina,ntilila01,DAL,607,-6.1,-0.7,-0.7,SG,2023
Dāvis Bertāns,bertada01,DAL,492,0.0,-1.3,0.1,PF,2023
JaVale McGee,mcgeeja01,DAL,355,-3.6,-0.1,-0.1,C,2023
McKinley Wright IV,wrighmc01,DAL,335,-1.9,-0.8,-0.1,PG,2023
Theo Pinson,pinsoth01,DAL,323,-2.5,-0.9,-0.1,SG,2023
Justin Holiday,holidju01,DAL,295,-4.6,0.5,-0.2,SF,2023
Kemba Walker,walkeke02,DAL,144,0.3,-0.6,0.1,PG,2023
A.J. Lawson,lawsoaj01,DAL,106,-1.5,-3.1,-0.1,SG,2023
Markieff Morris,morrima02,DAL,70,-4.4,-1.4,-0.1,PF,2023
Facundo Campazzo,campafa01,DAL,52,-4.8,3.6,0.0,PG,2023
Tyler Dorsey,dorsety01,DAL,8,17.0,0.8,0.0,SF,2023
Chris Silva,silvach01,DAL,3,-22.5,-0.1,0.0,PF,2023
Franz Wagner,wagnefr01,ORL,2609,0.4,-0.5,1.3,SF,2023
Paolo Banchero,banchpa01,ORL,2430,-0.7,-0.7,0.3,PF,2023
Markelle Fultz,fultzma01,ORL,1778,-0.1,0.7,1.2,PG,2023
Wendell Carter Jr.,cartewe01,ORL,1690,0.9,0.1,1.3,C,2023
Cole Anthony,anthoco01,ORL,1552,0.7,0.5,1.3,PG,2023
Bol Bol,bolbo01,ORL,1505,-1.8,0.9,0.4,PF,2023
Jalen Suggs,suggsja01,ORL,1246,-1.8,0.8,0.3,SG,2023
Gary Harris,harriga01,ORL,1184,-1.4,0.7,0.4,SG,2023
Moritz Wagner,wagnemo01,ORL,1109,0.4,0.2,0.7,C,2023
Terrence Ross,rosste01,ORL,944,-2.7,-0.4,-0.3,SG,2023
Caleb Houstan,houstca01,ORL,812,-3.1,-0.9,-0.4,SF,2023
Mo Bamba,bambamo01,ORL,681,0.4,0.9,0.6,C,2023
Chuma Okeke,okekech01,ORL,518,-2.4,0.8,0.1,SF,2023
Kevon Harris,harrike01,ORL,457,-3.5,-0.1,-0.2,SG,2023
Admiral Schofield,schofad01,ORL,451,-2.2,-0.7,-0.1,PF,2023
R.J. Hampton,hamptrj01,ORL,361,-1.5,0.3,0.1,SG,2023
Goga Bitadze,bitadgo01,ORL,255,0.4,1.0,0.2,C,2023
Jonathan Isaac,isaacjo01,ORL,124,1.0,3.0,0.2,PF,2023
Michael Carter-Williams,cartemi01,ORL,44,-5.1,-1.2,0.0,PG,2023
Jay Scrubb,scrubja01,ORL,30,-2.9,1.0,0.0,SG,2023
Dennis Schröder,schrode01,LAL,1986,-2.4,-0.5,-0.4,PG,2023
LeBron James,jamesle01,LAL,1954,5.5,0.6,4.0,PF,2023
Anthony Davis,davisan02,LAL,1904,4.6,1.7,4.0,C,2023
Troy Brown Jr.,browntr01,LAL,1860,-1.8,0.8,0.5,SF,2023
Austin Reaves,reaveau01,LAL,1843,0.6,0.1,1.2,SG,2023
Russell Westbrook,westbru01,LAL,1491,-0.2,0.1,0.7,PG,2023
Lonnie Walker IV,walkelo01,LAL,1297,-0.9,-0.5,0.2,SG,2023
Patrick Beverley,beverpa01,LAL,1211,-3.2,1.4,0.1,SG,2023
Wenyen Gabriel,gabriwe01,LAL,1024,-2.3,0.1,-0.1,C,2023
Thomas Bryant,bryanth01,LAL,876,2.4,-0.1,0.9,C,2023
Rui Hachimura,hachiru01,LAL,738,-1.4,-0.5,0.0,PF,2023
Jarred Vanderbilt,vandeja01,LAL,625,-1.7,1.9,0.4,PF,2023
Malik Beasley,beaslma01,LAL,621,-2.3,-0.6,-0.1,SG,2023
Kendrick Nunn,nunnke01,LAL,528,-3.4,-1.6,-0.4,SG,2023
D'Angelo Russell,russeda01,LAL,526,3.1,-0.7,0.6,PG,2023
Max Christie,chrisma02,LAL,512,-3.2,0.0,-0.1,SG,2023
Juan Toscano-Anderson,toscaju01,LAL,365,-4.6,1.2,-0.1,SF,2023
Damian Jones,jonesda03,LAL,176,-2.6,0.7,0.0,C,2023
Matt Ryan,ryanma01,LAL,129,-4.3,-1.4,-0.1,SF,2023
Mo Bamba,bambamo01,LAL,88,-5.3,-0.2,-0.1,C,2023
Cole Swider,swideco01,LAL,41,-2.9,-0.5,0.0,SF,2023
Scotty Pippen Jr.,pippesc02,LAL,32,-5.1,-0.8,0.0,PG,2023
Davon Reed,reedda01,LAL,27,-0.1,4.4,0.0,SG,2023
Sterling Brown,brownst02,LAL,24,-7.7,4.3,0.0,SF,2023
Julius Randle,randlju01,NYK,2737,3.9,-0.2,3.9,PF,2023
RJ Barrett,barrerj01,NYK,2475,-1.2,-1.9,-0.7,SG,2023
Jalen Brunson,brunsja01,NYK,2379,4.4,-0.5,3.5,PG,2023
Immanuel Quickley,quickim01,NYK,2344,1.3,0.4,2.1,SG,2023
Quentin Grimes,grimequ01,NYK,2121,-0.3,0.1,1.0,SG,2023
Isaiah Hartenstein,harteis01,NYK,1626,-1.5,1.2,0.7,C,2023
Mitchell Robinson,robinmi01,NYK,1591,1.0,1.4,1.7,C,2023
Obi Toppin,toppiob01,NYK,1050,0.3,-0.8,0.4,PF,2023
Jericho Sims,simsje01,NYK,812,-1.0,0.5,0.3,C,2023
Miles McBride,mcbrimi01,NYK,760,-3.6,1.4,-0.1,PG,2023
Josh Hart,hartjo01,NYK,750,1.4,2.0,1.0,SF,2023
Evan Fournier,fournev01,NYK,459,-4.0,0.0,-0.2,SG,2023
Cam Reddish,reddica01,NYK,438,-2.2,0.0,0.0,SF,2023
Derrick Rose,rosede01,NYK,338,-2.2,-1.5,-0.1,PG,2023
Svi Mykhailiuk,mykhasv01,NYK,40,3.6,0.5,0.1,SF,2023
Ryan Arcidiacono,arcidry01,NYK,26,-8.9,3.8,0.0,PG,2023
Trevor Keels,keelstr01,NYK,8,-7.4,-5.6,0.0,SG,2023
Domantas Sabonis,sabondo01,SAC,2736,4.1,1.8,5.4,C,2023
Harrison Barnes,barneha02,SAC,2662,0.5,-1.5,0.7,PF,2023
De'Aaron Fox,foxde01,SAC,2435,3.4,-0.9,2.7,PG,2023
Keegan Murray,murrake02,SAC,2382,0.4,-1.0,0.8,SF,2023
Kevin Huerter,huertke01,SAC,2203,1.4,-0.3,1.7,SG,2023
Malik Monk,monkma01,SAC,1719,1.6,-1.4,1.0,SG,2023
Davion Mitchell,mitchda01,SAC,1447,-2.4,-0.4,-0.3,PG,2023
Trey Lyles,lylestr01,SAC,1247,0.0,-0.9,0.3,PF,2023
Terence Davis,daviste02,SAC,841,-1.3,-0.3,0.1,SG,2023
Chimezie Metu,metuch01,SAC,689,-0.3,0.2,0.3,PF,2023
Richaun Holmes,holmeri01,SAC,348,-2.0,-0.9,-0.1,C,2023
Kessler Edwards,edwarke02,SAC,306,-2.3,-0.1,0.0,SF,2023
KZ Okpala,okpalkz01,SAC,248,-4.3,1.1,-0.1,PF,2023
Matthew Dellavedova,dellama01,SAC,213,-4.4,-0.8,-0.2,PG,2023
Alex Len,lenal01,SAC,161,-4.9,0.9,-0.1,C,2023
PJ Dozier,doziepj01,SAC,79,-8.6,0.7,-0.1,SF,2023
Keon Ellis,elliske01,SAC,71,-0.1,1.4,0.1,SG,2023
Neemias Queta,quetane01,SAC,29,-2.6,-0.8,0.0,C,2023
Chima Moneke,monekch01,SAC,8,-12.7,-8.0,0.0,SF,2023
Deonte Burton,burtode02,SAC,6,-13.9,-10.4,0.0,PF,2023
Lauri Markkanen,markkla01,UTA,2273,4.9,-1.0,3.3,PF,2023
Jordan Clarkson,clarkjo01,UTA,1988,1.0,-2.4,0.3,SG,2023
Kelly Olynyk,olynyke01,UTA,1942,-0.4,0.9,1.2,C,2023
Walker Kessler,kesslwa01,UTA,1703,1.4,1.5,2.1,C,2023
Malik Beasley,beaslma01,UTA,1472,-0.4,-1.2,0.2,SG,2023
Talen Horton-Tucker,hortota01,UTA,1313,-1.1,-0.5,0.2,SG,2023
Mike Conley,conlemi01,UTA,1276,0.7,-0.5,0.7,PG,2023
Jarred Vanderbilt,vandeja01,UTA,1254,0.0,1.5,1.1,PF,2023
Ochai Agbaji,agbajoc01,UTA,1209,-1.7,-1.4,-0.3,SG,2023
Collin Sexton,sextoco01,UTA,1145,0.1,-1.5,0.2,PG,2023
Rudy Gay,gayru01,UTA,816,-3.6,-0.4,-0.4,PF,2023
Simone Fontecchio,fontesi01,UTA,766,-3.0,-2.1,-0.6,SF,2023
Kris Dunn,dunnkr01,UTA,568,0.7,1.7,0.6,PG,2023
Nickeil Alexander-Walker,alexani01,UTA,528,-0.6,1.1,0.3,SG,2023
Udoka Azubuike,azubuud01,UTA,359,-1.2,0.5,0.1,C,2023
Juan Toscano-Anderson,toscaju01,UTA,335,-4.7,0.4,-0.2,SF,2023
Damian Jones,jonesda03,UTA,301,-1.7,0.2,0.0,C,2023
Johnny Juzang,juzanjo01,UTA,232,-4.3,-2.2,-0.3,SG,2023
Luka Šamanić,samanlu01,UTA,161,-3.2,1.1,0.0,PF,2023
Leandro Bolmaro,bolmale01,UTA,68,-12.4,-2.3,-0.2,SF,2023
Micah Potter,pottemi01,UTA,52,2.4,1.2,0.1,PF,2023
Jarrell Brantley,brantja01,UTA,39,3.1,0.4,0.1,PF,2023
Frank Jackson,jacksfr01,UTA,5,-12.5,-9.8,0.0,PG,2023
P.J. Washington,washipj01,CHO,2380,-1.0,-0.3,0.4,PF,2023
Terry Rozier,roziete01,CHO,2221,0.6,-1.1,0.8,SG,2023
Mason Plumlee,plumlma01,CHO,1597,1.5,0.9,1.8,C,2023
Gordon Hayward,haywago01,CHO,1577,-1.1,-0.3,0.2,SF,2023
